Dấu thời gian,Bạn là ai,Họ Tên,Tuổi,Địa Điểm Sinh Sống,Kỹ năng bạn có,Thời gian rảnh để tham gia tình nguyện,Lĩnh vực mà bạn quan tâm,Tên hoạt động tình nguyện  ,Mô tả công việc,Kỹ năng yêu cầu,Địa điểm,Thời gian thực hiện,Lĩnh vực hoạt động,"Sự kiện mà bạn từng tham gia? (Chưa tham gia vui lòng nhập ""Chưa tham gia"")"
30/10/2025 18:58:34,Tình Nguyện Viên,,24,Huế,"tổ chức lớp học, dạy học, hỗ trợ học sinh",ban ngày,"giáo dục, cộng đồng",,,,,,,
30/10/2025 18:58:48,Tình Nguyện Viên,,36,Phú Yên,marketing,cuối tuần,"cộng đồng, truyền thông",,,,,,,
30/10/2025 18:59:04,Tình Nguyện Viên,,34,Bình Dương,viết nội dung,linh hoạt,"nghệ thuật, truyền thông",,,,,,,
30/10/2025 18:59:17,Tình Nguyện Viên,,30,Quảng Ngãi,"chụp ảnh, quay phim",linh hoạt,"nghệ thuật, truyền thông",,,,,,,
30/10/2025 18:59:33,Tình Nguyện Viên,,32,Bắc Giang,"thiết kế UI, lập trình, quản trị hệ thống",online,"đổi mới, công nghệ",,,,,,,
30/10/2025 18:59:49,Tình Nguyện Viên,,30,Bình Định,"thiết kế, chụp ảnh, quay phim",linh hoạt,nghệ thuật,,,,,,,
30/10/2025 19:00:04,Tình Nguyện Viên,,36,Trà Vinh,MC,cuối tuần,"truyền thông, cộng đồng",,,,,,,
30/10/2025 19:00:18,Tình Nguyện Viên,,28,Bình Định,"kế toán, phân tích tài chính, quản lý dự án",ban ngày,kinh doanh,,,,,,,
30/10/2025 19:00:32,Tình Nguyện Viên,,32,Trà Vinh,viết nội dung,cuối tuần,truyền thông,,,,,,,
30/10/2025 19:00:46,Tình Nguyện Viên,,24,Hải Phòng,"MC, tổ chức sự kiện, viết nội dung",cuối tuần,truyền thông,,,,,,,
30/10/2025 19:01:00,Tình Nguyện Viên,,28,Hải Phòng,chăm sóc,ban ngày,"sức khỏe, cộng đồng",,,,,,,
30/10/2025 19:01:13,Tình Nguyện Viên,,23,Hải Phòng,tổ chức lớp học,ban ngày,cộng đồng,,,,,,,
30/10/2025 19:01:27,Tình Nguyện Viên,,32,Khánh Hòa,"bảo tồn, trồng cây, kỹ thuật nông nghiệp",cuối tuần,"thiện nguyện, môi trường",,,,,,,
30/10/2025 19:01:41,Tình Nguyện Viên,,34,Đắk Lắk,"hướng dẫn, giao tiếp, tổ chức tour",linh hoạt,văn hóa,,,,,,,
30/10/2025 19:01:59,Tình Nguyện Viên,,18,Hải Phòng,hỗ trợ bệnh nhân,ban ngày,"cộng đồng, sức khỏe",,,,,,,
30/10/2025 19:02:13,Tình Nguyện Viên,,23,Quảng Nam,giao tiếp,cuối tuần,"trẻ em, giáo dục",,,,,,,
30/10/2025 19:02:27,Tình Nguyện Viên,,20,Kiên Giang,thiết kế,cuối tuần,nghệ thuật,,,,,,,
30/10/2025 19:02:40,Tình Nguyện Viên,,23,Quảng Nam,"sơ cứu, chăm sóc",ban ngày,"cộng đồng, sức khỏe",,,,,,,
30/10/2025 19:02:54,Tình Nguyện Viên,,24,Bà Rịa - Vũng Tàu,"phân tích dữ liệu, lập trình",buổi tối,"công nghệ, đổi mới",,,,,,,
30/10/2025 19:03:09,Tình Nguyện Viên,,21,Bà Rịa - Vũng Tàu,"ngoại ngữ, hướng dẫn",linh hoạt,du lịch,,,,,,,
30/10/2025 19:03:23,Tình Nguyện Viên,,30,Lào Cai,"trồng cây, kỹ thuật nông nghiệp",cuối tuần,"thiện nguyện, môi trường",,,,,,,
30/10/2025 19:03:39,Tình Nguyện Viên,,25,Quảng Ninh,"quay phim, chụp ảnh, thiết kế",linh hoạt,"truyền thông, nghệ thuật",,,,,,,
30/10/2025 19:03:53,Tình Nguyện Viên,,32,Bình Dương,"MC, viết nội dung",cuối tuần,"cộng đồng, truyền thông",,,,,,,
30/10/2025 19:04:09,Tình Nguyện Viên,,33,Sóc Trăng,phân tích tài chính,ban ngày,"kinh doanh, lãnh đạo",,,,,,,
30/10/2025 19:04:23,Tình Nguyện Viên,,35,Quảng Ninh,quản trị hệ thống,buổi tối,"đổi mới, công nghệ",,,,,,,
30/10/2025 19:04:38,Tình Nguyện Viên,,24,Trà Vinh,"quản trị hệ thống, phân tích dữ liệu",buổi tối,đổi mới,,,,,,,
30/10/2025 19:04:52,Tình Nguyện Viên,,34,Sóc Trăng,"giao tiếp, hướng dẫn",linh hoạt,du lịch,,,,,,,
30/10/2025 19:05:07,Tình Nguyện Viên,,18,Trà Vinh,"marketing, viết nội dung",cuối tuần,"truyền thông, cộng đồng",,,,,,,
30/10/2025 19:05:23,Tình Nguyện Viên,,33,Cần Thơ,hỗ trợ bệnh nhân,ban ngày,"sức khỏe, cộng đồng",,,,,,,
30/10/2025 19:05:38,Tình Nguyện Viên,,33,Phú Yên,tổ chức lớp học,cuối tuần,"trẻ em, giáo dục",,,,,,,
30/10/2025 19:05:54,Tình Nguyện Viên,,37,Gia Lai,trồng cây,cuối tuần,"môi trường, thiện nguyện",,,,,,,
30/10/2025 19:06:09,Tình Nguyện Viên,,40,Khánh Hòa,"bảo tồn, kỹ thuật nông nghiệp, trồng cây",cuối tuần,thiện nguyện,,,,,,,
30/10/2025 19:06:23,Tình Nguyện Viên,,21,Trà Vinh,kỹ thuật nông nghiệp,cuối tuần,môi trường,,,,,,,
30/10/2025 19:06:38,Tình Nguyện Viên,,40,Phú Yên,giao tiếp,linh hoạt,văn hóa,,,,,,,
30/10/2025 19:06:51,Tình Nguyện Viên,,37,An Giang,viết nội dung,linh hoạt,nghệ thuật,,,,,,,
30/10/2025 19:07:06,Tình Nguyện Viên,,22,Bà Rịa - Vũng Tàu,bảo tồn,cuối tuần,thiện nguyện,,,,,,,
30/10/2025 19:07:20,Tình Nguyện Viên,,34,Nghệ An,giao tiếp,linh hoạt,"du lịch, văn hóa",,,,,,,
30/10/2025 19:07:33,Tình Nguyện Viên,,37,Hải Phòng,"bảo tồn, trồng cây",cuối tuần,"môi trường, thiện nguyện",,,,,,,
30/10/2025 19:07:47,Tình Nguyện Viên,,39,TP. Hồ Chí Minh,"hỗ trợ bệnh nhân, chăm sóc",ban ngày,sức khỏe,,,,,,,
30/10/2025 19:08:01,Tình Nguyện Viên,,19,Huế,"lập trình, quản trị hệ thống",buổi tối,khoa học,,,,,,,
30/10/2025 19:08:15,Tình Nguyện Viên,,33,Hà Nội,MC,cuối tuần,cộng đồng,,,,,,,
30/10/2025 19:08:29,Tình Nguyện Viên,,18,Hà Nội,phân tích dữ liệu,online,khoa học,,,,,,,
30/10/2025 19:08:44,Tình Nguyện Viên,,25,Phú Yên,"giao tiếp, hướng dẫn, tổ chức tour",cuối tuần,"du lịch, văn hóa",,,,,,,
30/10/2025 19:08:57,Tình Nguyện Viên,,27,Long An,"quay phim, viết nội dung",linh hoạt,"nghệ thuật, truyền thông",,,,,,,
30/10/2025 19:09:12,Tình Nguyện Viên,,19,Thanh Hóa,"lập trình, thiết kế UI",buổi tối,"khoa học, công nghệ",,,,,,,
30/10/2025 19:09:27,Tình Nguyện Viên,,23,Thanh Hóa,chụp ảnh,cuối tuần,nghệ thuật,,,,,,,
30/10/2025 19:09:40,Tình Nguyện Viên,,29,Cần Thơ,chụp ảnh,linh hoạt,nghệ thuật,,,,,,,
30/10/2025 19:09:54,Tình Nguyện Viên,,31,Bà Rịa - Vũng Tàu,"viết nội dung, thiết kế",cuối tuần,truyền thông,,,,,,,
30/10/2025 19:10:09,Tình Nguyện Viên,,38,Bà Rịa - Vũng Tàu,"tổ chức lớp học, giao tiếp, hỗ trợ học sinh",cuối tuần,cộng đồng,,,,,,,
30/10/2025 19:10:23,Tình Nguyện Viên,,26,Cần Thơ,"viết nội dung, MC",cuối tuần,truyền thông,,,,,,,
30/10/2025 19:10:38,Tình Nguyện Viên,,32,Thanh Hóa,"kế toán, quản lý dự án, phân tích tài chính",ban ngày,"kinh doanh, lãnh đạo",,,,,,,
30/10/2025 19:10:52,Tình Nguyện Viên,,39,Nghệ An,"chăm sóc, sơ cứu",ban ngày,cộng đồng,,,,,,,
30/10/2025 19:11:07,Tình Nguyện Viên,,24,Bình Định,lập trình,buổi tối,công nghệ,,,,,,,
30/10/2025 19:11:22,Tình Nguyện Viên,,40,Quảng Ninh,"marketing, MC, viết nội dung",cuối tuần,truyền thông,,,,,,,
30/10/2025 19:11:36,Tình Nguyện Viên,,40,Khánh Hòa,"bán hàng, quản lý dự án",ban ngày,"lãnh đạo, kinh doanh",,,,,,,
30/10/2025 19:11:50,Tình Nguyện Viên,,20,Bà Rịa - Vũng Tàu,"chụp ảnh, thiết kế",cuối tuần,truyền thông,,,,,,,
30/10/2025 19:12:06,Tình Nguyện Viên,,22,Thanh Hóa,chụp ảnh,cuối tuần,truyền thông,,,,,,,
30/10/2025 19:12:23,Tình Nguyện Viên,,21,An Giang,"làm vườn, kỹ thuật nông nghiệp",cuối tuần,thiện nguyện,,,,,,,
30/10/2025 19:12:37,Tình Nguyện Viên,,30,Khánh Hòa,hướng dẫn,linh hoạt,văn hóa,,,,,,,
30/10/2025 19:12:52,Tình Nguyện Viên,,21,Sóc Trăng,bán hàng,ban ngày,lãnh đạo,,,,,,,
30/10/2025 19:13:06,Tình Nguyện Viên,,31,TP. Hồ Chí Minh,viết nội dung,cuối tuần,"truyền thông, nghệ thuật",,,,,,,
30/10/2025 19:13:20,Tình Nguyện Viên,,31,Khánh Hòa,"tổ chức sự kiện, marketing, MC",cuối tuần,"truyền thông, cộng đồng",,,,,,,
30/10/2025 19:13:35,Tình Nguyện Viên,,38,Phú Yên,"phân tích dữ liệu, lập trình, quản trị hệ thống",buổi tối,đổi mới,,,,,,,
30/10/2025 19:13:48,Tình Nguyện Viên,,29,Quảng Ngãi,giao tiếp,cuối tuần,cộng đồng,,,,,,,
30/10/2025 19:14:02,Tình Nguyện Viên,,26,Nghệ An,"hỗ trợ học sinh, tổ chức lớp học, giao tiếp",ban ngày,cộng đồng,,,,,,,
30/10/2025 19:14:18,Tình Nguyện Viên,,23,TP. Hồ Chí Minh,viết nội dung,linh hoạt,"truyền thông, nghệ thuật",,,,,,,
30/10/2025 19:14:33,Tình Nguyện Viên,,27,Nghệ An,tổ chức lớp học,ban ngày,giáo dục,,,,,,,
30/10/2025 19:14:47,Tình Nguyện Viên,,31,Quảng Ngãi,"viết nội dung, chụp ảnh, quay phim",linh hoạt,nghệ thuật,,,,,,,
30/10/2025 19:15:01,Tình Nguyện Viên,,26,Phú Yên,"chụp ảnh, viết nội dung",linh hoạt,"truyền thông, nghệ thuật",,,,,,,
30/10/2025 19:15:15,Tình Nguyện Viên,,25,Bà Rịa - Vũng Tàu,"bán hàng, quản lý dự án, phân tích tài chính",ban ngày,kinh doanh,,,,,,,
30/10/2025 19:15:29,Tình Nguyện Viên,,25,Quảng Ngãi,giao tiếp,cuối tuần,giáo dục,,,,,,,
30/10/2025 19:15:44,Tình Nguyện Viên,,19,Bình Dương,"tổ chức lớp học, giao tiếp",cuối tuần,cộng đồng,,,,,,,
30/10/2025 19:15:57,Tình Nguyện Viên,,30,Đà Nẵng,marketing,cuối tuần,cộng đồng,,,,,,,
30/10/2025 19:16:11,Tình Nguyện Viên,,29,TP. Hồ Chí Minh,"giao tiếp, tổ chức lớp học, hỗ trợ học sinh",cuối tuần,giáo dục,,,,,,,
30/10/2025 19:16:25,Tình Nguyện Viên,,36,Huế,"kế toán, bán hàng",ban ngày,"lãnh đạo, kinh doanh",,,,,,,
30/10/2025 19:16:39,Tình Nguyện Viên,,37,Long An,dạy học,ban ngày,"trẻ em, cộng đồng",,,,,,,
30/10/2025 19:16:53,Tình Nguyện Viên,,20,Sóc Trăng,hỗ trợ học sinh,ban ngày,"giáo dục, cộng đồng",,,,,,,
30/10/2025 19:17:08,Tình Nguyện Viên,,24,Hải Phòng,"quản trị hệ thống, phân tích dữ liệu",buổi tối,đổi mới,,,,,,,
30/10/2025 19:17:22,Tình Nguyện Viên,,28,Hải Phòng,"phân tích tài chính, kế toán, bán hàng",ban ngày,"kinh doanh, lãnh đạo",,,,,,,
30/10/2025 19:17:36,Tình Nguyện Viên,,25,An Giang,tổ chức tour,linh hoạt,"du lịch, văn hóa",,,,,,,
30/10/2025 19:17:53,Tình Nguyện Viên,,22,Thanh Hóa,"chăm sóc, sơ cứu, hỗ trợ bệnh nhân",ban ngày,cộng đồng,,,,,,,
30/10/2025 19:18:08,Tình Nguyện Viên,,18,Gia Lai,"tổ chức lớp học, hỗ trợ học sinh, dạy học",cuối tuần,cộng đồng,,,,,,,
30/10/2025 19:18:22,Tình Nguyện Viên,,34,Bình Dương,làm vườn,cuối tuần,thiện nguyện,,,,,,,
30/10/2025 19:18:36,Tình Nguyện Viên,,27,TP. Hồ Chí Minh,lập trình,online,"đổi mới, khoa học",,,,,,,
30/10/2025 19:18:50,Tình Nguyện Viên,,31,Huế,phân tích tài chính,ban ngày,kinh doanh,,,,,,,
30/10/2025 19:19:05,Tình Nguyện Viên,,24,Khánh Hòa,"marketing, MC",cuối tuần,truyền thông,,,,,,,
30/10/2025 19:19:18,Tình Nguyện Viên,,40,An Giang,"tổ chức tour, hướng dẫn",linh hoạt,văn hóa,,,,,,,
30/10/2025 19:19:32,Tình Nguyện Viên,,25,Kiên Giang,"chụp ảnh, quay phim, viết nội dung",cuối tuần,"truyền thông, nghệ thuật",,,,,,,
30/10/2025 19:19:46,Tình Nguyện Viên,,22,Nghệ An,"chụp ảnh, thiết kế",linh hoạt,"nghệ thuật, truyền thông",,,,,,,
30/10/2025 19:20:02,Tình Nguyện Viên,,27,Hà Nội,"phân tích dữ liệu, thiết kế UI, lập trình",online,"công nghệ, đổi mới",,,,,,,
30/10/2025 19:20:15,Tình Nguyện Viên,,40,Long An,"marketing, tổ chức sự kiện",cuối tuần,truyền thông,,,,,,,
30/10/2025 19:20:30,Tình Nguyện Viên,,34,Quảng Nam,"bảo tồn, làm vườn, trồng cây",cuối tuần,"thiện nguyện, môi trường",,,,,,,
30/10/2025 19:20:44,Tình Nguyện Viên,,32,Bà Rịa - Vũng Tàu,"quản lý dự án, kế toán, bán hàng",ban ngày,kinh doanh,,,,,,,
30/10/2025 19:20:59,Tình Nguyện Viên,,29,Thanh Hóa,hướng dẫn,cuối tuần,du lịch,,,,,,,
30/10/2025 19:21:13,Tình Nguyện Viên,,38,Bắc Giang,"trồng cây, bảo tồn, kỹ thuật nông nghiệp",cuối tuần,môi trường,,,,,,,
30/10/2025 19:21:27,Tình Nguyện Viên,,19,Nghệ An,"quản lý dự án, bán hàng",ban ngày,kinh doanh,,,,,,,
30/10/2025 19:21:41,Tình Nguyện Viên,,21,Thanh Hóa,"bán hàng, quản lý dự án",ban ngày,"kinh doanh, lãnh đạo",,,,,,,
30/10/2025 19:21:55,Tình Nguyện Viên,,30,Trà Vinh,"phân tích dữ liệu, lập trình",online,khoa học,,,,,,,
30/10/2025 19:22:09,Tình Nguyện Viên,,29,Bình Dương,bảo tồn,cuối tuần,thiện nguyện,,,,,,,
30/10/2025 19:22:23,Tình Nguyện Viên,,31,Kiên Giang,hỗ trợ bệnh nhân,ban ngày,cộng đồng,,,,,,,
30/10/2025 19:22:38,Tình Nguyện Viên,,38,Phú Yên,"sơ cứu, hỗ trợ bệnh nhân",ban ngày,"sức khỏe, cộng đồng",,,,,,,
30/10/2025 19:22:53,Tình Nguyện Viên,,40,Thanh Hóa,tổ chức tour,linh hoạt,du lịch,,,,,,,
30/10/2025 19:23:07,Tình Nguyện Viên,,28,An Giang,"quản trị hệ thống, thiết kế UI, lập trình",online,"công nghệ, đổi mới",,,,,,,
30/10/2025 19:23:21,Tình Nguyện Viên,,30,Đồng Nai,viết nội dung,cuối tuần,"cộng đồng, truyền thông",,,,,,,
30/10/2025 19:23:35,Tình Nguyện Viên,,27,Huế,"hỗ trợ học sinh, dạy học, giao tiếp",cuối tuần,"giáo dục, trẻ em",,,,,,,
30/10/2025 19:23:49,Tình Nguyện Viên,,24,Quảng Ngãi,sơ cứu,ban ngày,cộng đồng,,,,,,,
30/10/2025 19:24:03,Tình Nguyện Viên,,26,Thanh Hóa,"tổ chức tour, ngoại ngữ, giao tiếp",linh hoạt,"văn hóa, du lịch",,,,,,,
30/10/2025 19:24:17,Tình Nguyện Viên,,21,Nghệ An,"bảo tồn, kỹ thuật nông nghiệp",cuối tuần,"môi trường, thiện nguyện",,,,,,,
30/10/2025 19:24:30,Tình Nguyện Viên,,31,An Giang,"giao tiếp, tổ chức lớp học",cuối tuần,"cộng đồng, trẻ em",,,,,,,
30/10/2025 19:24:45,Tình Nguyện Viên,,38,Cần Thơ,"phân tích dữ liệu, thiết kế UI",buổi tối,"khoa học, đổi mới",,,,,,,
30/10/2025 19:24:59,Tình Nguyện Viên,,39,Lào Cai,"phân tích tài chính, kế toán, quản lý dự án",ban ngày,lãnh đạo,,,,,,,
30/10/2025 19:25:13,Tình Nguyện Viên,,37,Hải Phòng,"sơ cứu, hỗ trợ bệnh nhân, chăm sóc",ban ngày,cộng đồng,,,,,,,
30/10/2025 19:25:27,Tình Nguyện Viên,,40,Bắc Giang,kỹ thuật nông nghiệp,cuối tuần,môi trường,,,,,,,
30/10/2025 19:25:41,Tình Nguyện Viên,,32,Cần Thơ,"hỗ trợ bệnh nhân, chăm sóc",ban ngày,sức khỏe,,,,,,,
30/10/2025 19:25:55,Tình Nguyện Viên,,34,Đắk Lắk,trồng cây,cuối tuần,môi trường,,,,,,,
30/10/2025 19:26:10,Tình Nguyện Viên,,29,Kiên Giang,"ngoại ngữ, tổ chức tour, giao tiếp",linh hoạt,"văn hóa, du lịch",,,,,,,
30/10/2025 19:26:24,Tình Nguyện Viên,,35,Bắc Giang,"tổ chức sự kiện, viết nội dung, MC",cuối tuần,"cộng đồng, truyền thông",,,,,,,
30/10/2025 19:26:39,Tình Nguyện Viên,,34,Quảng Ninh,dạy học,ban ngày,giáo dục,,,,,,,
30/10/2025 19:26:53,Tình Nguyện Viên,,32,Bình Dương,"viết nội dung, tổ chức sự kiện, marketing",cuối tuần,"cộng đồng, truyền thông",,,,,,,
30/10/2025 19:27:07,Tình Nguyện Viên,,30,Quảng Nam,"hỗ trợ học sinh, tổ chức lớp học",ban ngày,cộng đồng,,,,,,,
30/10/2025 19:27:21,Tình Nguyện Viên,,19,Trà Vinh,"hỗ trợ bệnh nhân, sơ cứu",ban ngày,"sức khỏe, cộng đồng",,,,,,,
30/10/2025 19:27:35,Tình Nguyện Viên,,36,Hải Phòng,"tổ chức tour, ngoại ngữ, hướng dẫn",linh hoạt,du lịch,,,,,,,
30/10/2025 19:27:49,Tình Nguyện Viên,,33,TP. Hồ Chí Minh,quay phim,cuối tuần,truyền thông,,,,,,,
30/10/2025 19:28:04,Tình Nguyện Viên,,27,Đắk Lắk,"tổ chức tour, giao tiếp",cuối tuần,du lịch,,,,,,,
30/10/2025 19:28:18,Tình Nguyện Viên,,35,Quảng Ninh,quản lý dự án,ban ngày,"lãnh đạo, kinh doanh",,,,,,,
30/10/2025 19:28:33,Tình Nguyện Viên,,37,Quảng Ngãi,thiết kế,linh hoạt,"truyền thông, nghệ thuật",,,,,,,
30/10/2025 19:28:47,Tình Nguyện Viên,,19,Hải Phòng,"tổ chức tour, hướng dẫn, ngoại ngữ",cuối tuần,"du lịch, văn hóa",,,,,,,
30/10/2025 19:29:01,Tình Nguyện Viên,,40,Lào Cai,"phân tích dữ liệu, thiết kế UI",buổi tối,"khoa học, công nghệ",,,,,,,
30/10/2025 19:29:22,Tình Nguyện Viên,,39,Lào Cai,"sơ cứu, chăm sóc, y tế",ban ngày,sức khỏe,,,,,,,
30/10/2025 19:29:36,Tình Nguyện Viên,,25,Quảng Nam,"dạy học, giao tiếp",ban ngày,"giáo dục, trẻ em",,,,,,,
30/10/2025 19:29:50,Tình Nguyện Viên,,38,Hải Phòng,"quản lý dự án, bán hàng, phân tích tài chính",ban ngày,kinh doanh,,,,,,,
30/10/2025 19:30:04,Tình Nguyện Viên,,40,Khánh Hòa,"tổ chức lớp học, giao tiếp, dạy học",cuối tuần,"trẻ em, cộng đồng",,,,,,,
30/10/2025 19:30:19,Tình Nguyện Viên,,36,Nghệ An,"hỗ trợ học sinh, dạy học, tổ chức lớp học",cuối tuần,giáo dục,,,,,,,
30/10/2025 19:30:34,Tình Nguyện Viên,,31,An Giang,"chăm sóc, sơ cứu",ban ngày,"sức khỏe, cộng đồng",,,,,,,
30/10/2025 19:30:48,Tình Nguyện Viên,,27,Quảng Nam,"viết nội dung, marketing, MC",cuối tuần,"truyền thông, cộng đồng",,,,,,,
30/10/2025 19:31:03,Tình Nguyện Viên,,21,Quảng Nam,"bảo tồn, kỹ thuật nông nghiệp, làm vườn",cuối tuần,môi trường,,,,,,,
30/10/2025 19:31:18,Tình Nguyện Viên,,38,Gia Lai,"thiết kế, quay phim",cuối tuần,nghệ thuật,,,,,,,
30/10/2025 19:31:33,Tình Nguyện Viên,,28,Đồng Nai,quản trị hệ thống,online,khoa học,,,,,,,
30/10/2025 19:31:48,Tình Nguyện Viên,,22,TP. Hồ Chí Minh,"lập trình, quản trị hệ thống, phân tích dữ liệu",buổi tối,"công nghệ, khoa học",,,,,,,
30/10/2025 19:32:04,Tình Nguyện Viên,,39,Kiên Giang,sơ cứu,ban ngày,cộng đồng,,,,,,,
30/10/2025 19:32:18,Tình Nguyện Viên,,31,Đắk Lắk,"hướng dẫn, ngoại ngữ",linh hoạt,"du lịch, văn hóa",,,,,,,
30/10/2025 19:32:33,Tình Nguyện Viên,,32,Sóc Trăng,"tổ chức lớp học, hỗ trợ học sinh, giao tiếp",ban ngày,giáo dục,,,,,,,
30/10/2025 19:32:47,Tình Nguyện Viên,,36,Kiên Giang,"ngoại ngữ, giao tiếp",cuối tuần,"văn hóa, du lịch",,,,,,,
30/10/2025 19:33:02,Tình Nguyện Viên,,21,Thanh Hóa,"hướng dẫn, ngoại ngữ, giao tiếp",linh hoạt,"văn hóa, du lịch",,,,,,,
30/10/2025 19:33:17,Tình Nguyện Viên,,18,An Giang,"phân tích tài chính, bán hàng",ban ngày,kinh doanh,,,,,,,
30/10/2025 19:33:31,Tình Nguyện Viên,,39,Bà Rịa - Vũng Tàu,"thiết kế UI, phân tích dữ liệu",buổi tối,đổi mới,,,,,,,
30/10/2025 19:33:46,Tình Nguyện Viên,,36,Huế,"tổ chức tour, hướng dẫn, giao tiếp",cuối tuần,văn hóa,,,,,,,
30/10/2025 19:34:00,Tình Nguyện Viên,,26,Thanh Hóa,"tổ chức tour, ngoại ngữ",linh hoạt,du lịch,,,,,,,
30/10/2025 19:34:14,Tình Nguyện Viên,,21,Bình Dương,marketing,cuối tuần,cộng đồng,,,,,,,
30/10/2025 19:34:28,Tình Nguyện Viên,,24,Sóc Trăng,bán hàng,ban ngày,"kinh doanh, lãnh đạo",,,,,,,
30/10/2025 19:34:43,Tình Nguyện Viên,,37,Quảng Nam,"quay phim, chụp ảnh, thiết kế",cuối tuần,"truyền thông, nghệ thuật",,,,,,,
30/10/2025 19:34:57,Tình Nguyện Viên,,26,Huế,viết nội dung,cuối tuần,truyền thông,,,,,,,
30/10/2025 19:35:11,Tình Nguyện Viên,,32,Quảng Ninh,"giao tiếp, ngoại ngữ",linh hoạt,du lịch,,,,,,,
30/10/2025 19:35:25,Tình Nguyện Viên,,23,An Giang,"trồng cây, kỹ thuật nông nghiệp, bảo tồn",cuối tuần,môi trường,,,,,,,
30/10/2025 19:35:39,Tình Nguyện Viên,,36,Đà Nẵng,kỹ thuật nông nghiệp,cuối tuần,"môi trường, thiện nguyện",,,,,,,
30/10/2025 19:35:54,Tình Nguyện Viên,,35,Sóc Trăng,hỗ trợ bệnh nhân,ban ngày,"cộng đồng, sức khỏe",,,,,,,
30/10/2025 19:36:10,Tình Nguyện Viên,,26,Huế,"tổ chức tour, giao tiếp, ngoại ngữ",cuối tuần,văn hóa,,,,,,,
30/10/2025 19:36:24,Tình Nguyện Viên,,34,An Giang,"dạy học, tổ chức lớp học, hỗ trợ học sinh",cuối tuần,cộng đồng,,,,,,,
30/10/2025 19:36:37,Tình Nguyện Viên,,40,TP. Hồ Chí Minh,giao tiếp,linh hoạt,văn hóa,,,,,,,
30/10/2025 19:36:52,Tình Nguyện Viên,,34,Phú Yên,"phân tích dữ liệu, thiết kế UI",online,"công nghệ, đổi mới",,,,,,,
30/10/2025 19:37:06,Tình Nguyện Viên,,31,Quảng Nam,ngoại ngữ,linh hoạt,du lịch,,,,,,,
30/10/2025 19:37:20,Tình Nguyện Viên,,30,An Giang,"dạy học, hỗ trợ học sinh",ban ngày,trẻ em,,,,,,,
30/10/2025 19:37:35,Tình Nguyện Viên,,34,Huế,quản lý dự án,ban ngày,kinh doanh,,,,,,,
30/10/2025 19:37:49,Tình Nguyện Viên,,33,Cần Thơ,"quay phim, thiết kế",linh hoạt,"truyền thông, nghệ thuật",,,,,,,
30/10/2025 19:38:03,Tình Nguyện Viên,,23,Kiên Giang,tổ chức lớp học,ban ngày,trẻ em,,,,,,,
30/10/2025 19:38:17,Tình Nguyện Viên,,33,Long An,chăm sóc,ban ngày,sức khỏe,,,,,,,
30/10/2025 19:38:31,Tình Nguyện Viên,,33,Huế,kỹ thuật nông nghiệp,cuối tuần,môi trường,,,,,,,
30/10/2025 19:38:45,Tình Nguyện Viên,,21,Bà Rịa - Vũng Tàu,"bảo tồn, làm vườn",cuối tuần,"môi trường, thiện nguyện",,,,,,,
30/10/2025 19:38:59,Tình Nguyện Viên,,36,Quảng Nam,"phân tích dữ liệu, lập trình",buổi tối,khoa học,,,,,,,
30/10/2025 19:39:13,Tình Nguyện Viên,,30,Khánh Hòa,"hỗ trợ học sinh, tổ chức lớp học",ban ngày,"giáo dục, cộng đồng",,,,,,,
30/10/2025 19:39:27,Tình Nguyện Viên,,29,TP. Hồ Chí Minh,"viết nội dung, MC, marketing",cuối tuần,cộng đồng,,,,,,,
30/10/2025 19:39:41,Tình Nguyện Viên,,28,Thanh Hóa,"kỹ thuật nông nghiệp, bảo tồn, trồng cây",cuối tuần,môi trường,,,,,,,
30/10/2025 19:39:55,Tình Nguyện Viên,,40,Quảng Ninh,hỗ trợ bệnh nhân,ban ngày,sức khỏe,,,,,,,
30/10/2025 19:40:09,Tình Nguyện Viên,,22,Hải Phòng,hỗ trợ bệnh nhân,ban ngày,cộng đồng,,,,,,,
30/10/2025 19:40:23,Tình Nguyện Viên,,20,Khánh Hòa,"marketing, tổ chức sự kiện, viết nội dung",cuối tuần,"truyền thông, cộng đồng",,,,,,,
30/10/2025 19:40:38,Tình Nguyện Viên,,24,Khánh Hòa,marketing,cuối tuần,"cộng đồng, truyền thông",,,,,,,
30/10/2025 19:40:53,Tình Nguyện Viên,,32,Quảng Nam,trồng cây,cuối tuần,thiện nguyện,,,,,,,
30/10/2025 19:41:06,Tình Nguyện Viên,,20,Thanh Hóa,"dạy học, tổ chức lớp học",ban ngày,"trẻ em, giáo dục",,,,,,,
30/10/2025 19:41:21,Tình Nguyện Viên,,31,Long An,làm vườn,cuối tuần,"thiện nguyện, môi trường",,,,,,,
